"_id","﻿ID","DescriptionLevel","EntityType","CompleteUnitId","RepositoryCode","CountryCode","UnitTitleType","UnitTitle","AlternativeTitle","NormalizedFormsName","OtherFormsName","UnitDateInitial","UnitDateFinal","UnitDateInitialCertainty","UnitDateFinalCertainty","AllowUnitDatesInference","AccumulationDates","UnitDateBulk","UnitDateNotes","Dimensions","AllowExtentsInference","Repository","Producer","Author","MaterialAuthor","Contributor","Recipient","BiogHist","GeogName","LegalStatus","Functions","Authorities","InternalStructure","GeneralContext","CustodHist","AcqInfo","Classifier","ScopeContent","Terms","DocumentalTradition","DocumentalTypology","Marks","Monograms","Stamps","Inscriptions","Signatures","Appraisal","AppraisalElimination","AppraisalEliminationDate","Accruals","Arrangement","AccessRestrict","UseRestrict","PhysLoc","OriginalNumbering","PreviousLoc","LangMaterial","PhysTech","OtherFindAid","ContainerTypeTerm","OriginalsLoc","AltFormAvail","RelatedMaterial","Note","AllowTextualContentInference","TextualContent","RetentionDisposalDocumentState","ApplySelectionTable","RetentionDisposalPolicy","RetentionDisposalReference","RetentionDisposalClassification","RetentionDisposalPeriod","RetentionDisposalApplyDate","RetentionDisposalFinalDestination","RetentionDisposalObservations","DescRules","Revised","Published","Available","Highlighted","Creator","Created","Username","ProcessInfoDate","OtherDescriptiveData","ProcessInfo","Name","Relationships","Father","Mother","Lugar","Concelho","Distrito"
"40000","1348317","DC","","PT/UM-ADB/DIO/MAB/006/00001","UM-ADB","PT","","Inquirição de genere de Luis Borges","","","","1680-02-29","1680-02-29","False","False","False","","","","","","False","Arquivo Distrital de Braga","","","","","","","","","","Filiação: Antonio Vieira e Luisa Ferreira. Natural e/ou residente em SANDE,Sao Lourenco, actual concelho de GUIMARAES e distrito (ou país) Braga.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
